-15.4406	-15.6058	-15.4968	-15.4484	-15.4121	-15.4210	-15.4021	-15.3548	-15.2697	-15.1238	-15.0383	-15.0655	-14.9906	-14.8860	-14.8377	-14.7532	-14.7563	-14.7631	-14.6773	-14.4585	-13.3536	8.1136	21.9063	22.6621	22.6861	22.9198	23.0089	23.0484	23.1543	23.1578	23.2164	23.2917	23.2890	23.2777	23.3552	23.3593	23.1162	23.0950	23.1176	23.0301	22.9566	22.9594	23.1070	23.0696	23.0794	23.0702	23.1014	23.0992	23.1917	23.0858	23.2142	23.2812	23.2015	23.2677	23.1612	23.0410	22.9117	22.7263	22.6839	22.4800	22.7266	22.8532	22.7668	22.7243	22.7143	21.7825	20.5215	18.0600	-11.6796	-14.4840	-14.7784	-14.8651	-14.8077	-14.8863	-14.8830	-14.7518	-14.7700	-14.9560	-15.1359	-15.0610	-15.0560	-14.9776	-14.8918	-14.8377	-14.5844	-14.4963	-14.2090	-14.0536	-13.9163	-13.8039	-13.8081	-13.6825	-13.5507	-13.4929	-13.4289	-13.3461	-13.1879	-13.3426	-13.4891	-13.7827	-14.0817	-14.4702	-14.5323	-14.4509	-14.2319	-14.1706	-14.1133	-13.9980	-13.8778	-13.8383	-14.0125	-13.5673	-13.1352	-12.8713	-12.9497	-12.7595	-12.3993	-12.2893	-12.3971	-12.2542	-11.2109	-10.9977	-11.3963	-11.1754	-11.2186	-11.5918	-12.2695	-13.0931	-13.3989	-13.5350	-13.4825	-13.5592	-13.3371	-13.3968	-13.5234	-13.4941	-13.4325	-13.1968	-13.0350	-13.0446	-13.0861	-13.1148	-13.4314	-13.5157	-13.5863	-13.6732	-13.8380	-13.7990	-13.9572	-14.0544	-13.8648	-13.5764	-13.4898	-13.1810	-13.0214	-12.7375	-12.5300	-12.2487	-12.1923	-12.0948
-15.9234	-16.1641	-16.0294	-16.0232	-16.0272	-16.0073	-15.9302	-15.8803	-15.8612	-15.8000	-15.6801	-15.6276	-15.6243	-15.5640	-15.4288	-15.3264	-15.3354	-15.3148	-15.2243	-14.9859	-11.7882	9.8600	22.3164	22.9148	22.9343	23.0470	23.1327	23.2629	23.2914	23.1733	23.2294	23.3330	23.3636	23.4040	23.3780	23.3959	23.3096	23.2248	23.2180	23.1499	23.0185	22.9967	22.9952	23.0002	23.0115	23.0045	22.9215	22.9504	22.9748	23.0285	23.0850	23.0606	22.9755	22.9271	22.9522	22.8617	22.8132	22.6864	22.8255	22.6971	22.7516	22.7527	22.5981	22.6112	22.5350	21.7572	20.9278	20.3268	-1.6547	-15.1620	-15.5589	-15.6841	-15.6858	-15.7434	-15.7637	-15.7792	-15.8317	-15.8611	-15.8759	-15.8203	-15.7559	-15.7751	-15.7711	-15.6463	-15.5735	-15.4350	-15.2653	-15.2072	-15.0843	-14.9775	-14.7681	-14.5900	-14.4018	-14.2579	-14.2014	-14.2512	-13.9333	-13.9161	-14.0688	-13.9252	-14.0890	-14.8604	-15.1633	-15.2075	-15.0367	-14.9947	-14.8769	-14.7163	-14.3970	-14.1141	-14.0466	-14.0750	-13.8980	-13.6344	-13.3634	-13.1112	-12.8308	-12.6012	-12.7146	-12.9175	-12.2699	-11.7412	-11.7070	-11.3462	-11.3886	-11.6947	-12.3131	-13.1999	-13.8032	-13.8992	-13.8244	-13.8140	-13.6607	-13.6268	-13.8503	-13.7547	-13.7525	-13.6031	-13.5033	-13.5839	-13.4323	-13.5479	-13.6959	-13.8367	-13.9273	-13.9790	-14.1965	-14.3881	-14.5491	-14.6122	-14.4795	-14.2203	-14.0054	-13.8064	-13.4548	-13.3098	-13.0799	-12.9565	-12.8962	-12.7797
-15.7933	-16.0663	-15.9591	-15.8871	-15.8900	-15.8815	-15.7768	-15.8158	-15.7898	-15.6796	-15.5956	-15.5679	-15.5560	-15.4811	-15.3422	-15.3152	-15.2658	-15.2462	-15.1312	-14.8541	-7.9143	16.8174	22.6606	22.8553	22.8844	22.9678	22.7047	22.9839	23.0620	22.8634	22.8101	22.8648	22.9603	23.1715	23.2077	23.1391	23.1919	23.1488	23.0617	22.9777	22.9186	22.9059	22.8669	22.8363	22.7981	22.6999	22.7373	22.7555	22.6691	22.6620	22.5996	22.6972	22.9496	22.5504	22.3509	22.2643	22.7310	22.9588	22.4047	22.4521	22.4920	23.1733	23.0709	22.2695	22.0177	21.1200	21.4392	20.4901	14.4084	-13.5417	-15.4390	-15.5898	-15.6531	-15.6677	-15.6717	-15.6971	-15.6728	-15.7254	-15.6062	-15.6700	-15.6384	-15.6158	-15.6260	-15.5904	-15.5616	-15.4974	-15.4169	-15.4254	-15.4001	-15.2681	-15.1364	-14.8379	-14.5620	-14.3184	-14.0564	-14.0193	-14.0535	-13.8816	-13.9041	-13.6552	-13.4843	-13.7761	-14.5833	-14.9015	-14.8680	-15.0322	-14.9685	-14.8915	-14.6402	-14.3625	-14.2358	-13.9928	-13.9646	-13.8705	-13.5379	-13.3613	-12.9178	-12.5498	-12.4915	-12.5319	-12.2632	-11.8538	-11.7001	-11.1194	-10.9677	-11.1111	-11.3623	-12.1243	-12.9336	-13.4801	-13.4040	-13.3794	-13.2121	-13.1237	-13.4948	-13.4645	-13.3940	-13.4443	-13.3132	-13.2188	-13.1801	-13.2177	-13.2854	-13.1840	-13.2441	-13.4052	-13.6203	-13.8646	-14.0287	-14.1082	-14.0852	-14.0568	-13.9058	-13.6827	-13.3137	-13.2231	-13.1376	-13.1245	-12.8832	-12.6362
-15.6813	-15.9415	-15.8588	-15.8062	-15.7530	-15.7372	-15.6451	-15.6440	-15.5921	-15.5634	-15.4074	-15.4243	-15.4193	-15.3545	-15.2395	-15.1996	-15.1783	-15.0692	-15.0249	-14.7615	-9.6968	17.5361	22.6873	22.8660	22.8832	22.9843	22.7476	23.0052	22.9842	22.8287	22.6824	22.8368	22.9458	23.0738	22.9277	22.7179	22.6021	22.6790	22.8616	22.4352	22.2271	22.2900	23.0022	23.0958	22.2641	22.1834	22.6694	23.4438	23.3344	22.1878	22.0190	23.1421	23.4234	23.0507	22.0807	22.1516	23.3826	23.3756	22.8596	22.2773	22.5728	23.3023	23.1126	22.5181	22.1430	21.7110	21.5804	21.0312	20.2257	-1.7303	-14.9955	-15.3974	-15.4879	-15.4322	-15.4249	-15.4328	-15.4711	-15.5206	-15.4806	-15.5026	-15.5436	-15.6158	-15.5679	-15.5639	-15.5256	-15.4873	-15.4406	-15.3883	-15.3017	-15.2277	-15.1021	-14.8629	-14.8082	-14.8735	-14.8117	-14.7042	-14.5318	-14.2107	-13.9736	-13.8910	-13.4035	-13.2647	-13.6208	-14.3529	-14.8049	-14.9120	-14.9600	-15.0870	-14.8731	-14.6256	-14.2995	-14.0655	-13.9751	-14.0589	-13.8607	-13.5538	-13.3951	-12.9945	-12.4057	-12.2081	-12.1427	-11.8005	-11.6087	-11.1528	-10.8668	-10.8732	-10.8117	-11.1808	-11.8327	-12.3863	-12.5972	-12.6527	-12.6844	-12.6098	-13.1366	-13.4071	-13.3557	-13.1893	-13.0195	-12.8962	-12.8393	-13.0022	-13.0565	-12.9729	-12.8410	-12.9516	-13.0712	-13.1738	-13.2894	-13.4011	-13.2244	-13.3714	-13.1865	-13.2643	-13.0871	-13.0827	-13.2564	-13.1263	-12.7277	-12.4873
-15.5944	-15.8165	-15.7383	-15.6372	-15.6090	-15.5995	-15.5026	-15.4811	-15.5059	-15.4102	-15.3361	-15.3338	-15.3051	-15.2518	-15.1318	-15.0932	-15.0199	-14.9270	-14.8913	-14.5924	-10.7767	16.1080	22.3657	22.6327	22.6272	22.3591	22.4238	22.5211	23.0762	23.0517	22.3815	22.4150	22.9210	23.6409	23.3364	22.2243	22.0981	23.1567	23.4846	22.9338	22.1444	22.4301	23.3843	23.4892	22.5682	22.2039	22.8716	23.3540	23.3656	22.4806	22.3342	23.1952	23.1850	23.0725	22.3617	22.4836	23.1684	23.1635	22.8397	22.3727	22.6701	23.0788	23.0640	22.8248	22.5029	21.8034	21.5417	21.4565	20.6137	14.6451	-13.2360	-15.1028	-15.3186	-15.3506	-15.3854	-15.3466	-15.4248	-15.4254	-15.3630	-15.3361	-15.3525	-15.3383	-15.3524	-15.2620	-15.3276	-15.2586	-15.2188	-15.2210	-15.2137	-15.0523	-15.0254	-14.9231	-14.8808	-14.9846	-15.0014	-14.9187	-14.6963	-14.4269	-14.2179	-14.1113	-13.8613	-13.5726	-13.2515	-13.4237	-13.9768	-14.6347	-14.6991	-14.7654	-14.8556	-14.6435	-14.5489	-14.1705	-13.9024	-14.1052	-13.9894	-13.6997	-13.4793	-13.3230	-12.5968	-11.9245	-11.5650	-11.2266	-11.3190	-11.1592	-10.9460	-10.6608	-10.5562	-10.7605	-11.3757	-11.7244	-11.9341	-12.2130	-12.5411	-12.5875	-13.1572	-13.3535	-13.3650	-13.3138	-13.2091	-12.9701	-12.7846	-12.9288	-12.8670	-12.5391	-12.5170	-12.6661	-12.7396	-12.6293	-12.5835	-12.5634	-12.4309	-12.2854	-12.3169	-12.4224	-12.2749	-12.3944	-12.6105	-12.3967	-12.3033	-12.0834
-15.3961	-15.7260	-15.5927	-15.5460	-15.4856	-15.3990	-15.3697	-15.3793	-15.3198	-15.2137	-15.2210	-15.2356	-15.1532	-15.1314	-15.0406	-14.9327	-14.9746	-14.8434	-14.7441	-14.0541	-8.0390	16.1795	22.1603	23.0157	23.5510	22.8200	22.2229	22.6292	23.4544	23.4966	22.7060	22.3257	23.0925	23.4550	23.3828	22.4630	22.3434	23.0314	23.2512	22.9403	22.3474	22.5814	23.1462	23.1296	22.6278	22.3448	22.9146	23.1059	23.1334	22.7017	22.6201	23.1511	23.0968	23.0303	22.6226	22.5985	23.0897	22.9445	22.8789	22.6663	22.8031	22.9739	22.9329	22.8250	22.8160	21.9917	21.7706	21.5480	21.0718	20.4437	-1.6428	-14.7943	-15.1106	-15.2585	-15.2692	-15.3551	-15.3787	-15.3720	-15.2333	-15.1514	-15.1027	-15.1139	-15.1632	-15.0602	-14.8899	-14.8159	-14.7212	-14.8470	-14.8569	-14.8937	-14.8958	-14.8879	-14.8986	-14.8757	-14.8496	-14.7380	-14.4380	-13.7089	-13.8791	-13.9839	-13.9409	-13.9929	-13.5715	-13.3870	-13.3395	-13.8857	-14.2148	-14.3608	-14.4674	-14.4158	-14.3421	-14.2485	-14.0854	-14.1755	-14.0837	-13.8282	-13.4782	-13.0996	-12.7342	-12.2938	-11.8625	-11.1293	-10.8257	-10.7324	-10.7582	-10.6266	-10.5761	-10.7158	-11.1050	-11.5373	-11.8636	-12.1722	-12.6396	-12.5309	-12.5916	-13.1182	-12.9914	-13.0571	-13.0487	-12.9940	-12.9695	-12.7088	-12.4997	-12.1084	-12.0043	-12.0577	-12.0610	-11.9773	-11.9302	-11.7953	-11.5601	-11.2998	-11.5925	-11.6309	-11.5216	-11.8063	-11.7872	-11.3969	-11.2252	-11.2496
-15.3231	-15.5651	-15.4834	-15.4255	-15.3781	-15.3355	-15.2714	-15.2731	-15.2580	-15.1609	-15.1073	-15.0104	-15.0204	-14.9797	-14.8628	-14.8316	-14.8523	-14.7949	-14.6540	-13.5611	6.5553	20.1003	22.3675	22.9653	23.3248	22.8738	22.2581	22.7028	23.1599	23.2562	22.7282	22.4597	23.1070	23.1024	23.0999	22.6074	22.4865	23.0106	22.9962	22.8637	22.6588	22.7523	22.9799	22.9587	22.7307	22.7180	22.9814	22.9424	22.9848	22.8130	22.6195	23.1335	22.9838	23.0608	22.8246	22.7224	22.9512	22.8668	22.8963	22.7485	22.7538	22.8632	22.8321	22.8013	22.6181	21.9961	21.9246	21.5944	21.5932	20.6441	14.6891	-13.2596	-14.8111	-14.9489	-15.0238	-15.0764	-15.0736	-15.1049	-15.0316	-15.0283	-15.0288	-14.9813	-14.9964	-14.7876	-14.6073	-14.3011	-14.0369	-14.0350	-14.0570	-14.1806	-14.4089	-14.2512	-14.0835	-14.1850	-14.3867	-14.2818	-14.0827	-13.7662	-13.3630	-13.5494	-13.5108	-13.6066	-13.5549	-13.4891	-13.3814	-13.5916	-13.8469	-13.9934	-14.0556	-14.1367	-14.0694	-14.0721	-14.0375	-14.0254	-14.0342	-13.8804	-13.6190	-13.1437	-12.8332	-12.4923	-12.0483	-11.5910	-11.2725	-10.7920	-10.5783	-10.6545	-10.3710	-10.2213	-10.3827	-10.6291	-10.9276	-11.6210	-12.3097	-12.1933	-12.2058	-12.2812	-12.5173	-12.7439	-12.6432	-12.6222	-12.7087	-12.4306	-12.1862	-11.8677	-11.9657	-11.7197	-11.4160	-11.1364	-11.0555	-10.9076	-10.8622	-10.7663	-10.9167	-10.9656	-11.2764	-11.4737	-11.2967	-10.7712	-10.7294	-10.8072
-15.1929	-15.3810	-15.3568	-15.3001	-15.1733	-15.1755	-15.1789	-15.1598	-15.0686	-15.0249	-14.9706	-14.8651	-14.9053	-14.8512	-14.7698	-14.7436	-14.7402	-14.6356	-14.5711	-13.8162	6.9865	21.7953	22.5534	22.9424	23.2939	22.9154	22.5701	22.8316	23.1025	23.0933	22.8483	22.7042	23.1328	23.0453	23.0841	22.7861	22.6470	23.0011	22.9290	22.8617	22.7340	22.7531	22.8696	22.8484	22.8020	22.7460	22.9228	22.8307	22.8554	22.7630	22.6286	23.0498	22.8795	22.9452	22.8674	22.7367	22.9265	22.8364	22.8454	22.6929	22.7101	22.6283	22.7439	22.8957	22.3998	21.8604	22.3514	21.9779	21.3844	21.0794	20.0577	-8.6629	-14.4480	-14.7425	-14.7224	-14.8255	-14.8517	-14.8891	-14.8517	-14.8227	-14.8339	-14.8116	-14.8116	-14.6984	-14.4989	-14.3913	-14.2634	-14.2524	-13.9848	-13.6542	-13.6920	-13.6125	-13.5319	-13.3721	-13.2834	-13.5008	-13.5753	-13.5305	-13.3109	-12.9024	-12.6301	-12.4968	-12.8893	-13.2602	-13.2948	-13.2021	-13.3818	-13.5819	-13.5537	-13.7005	-13.6599	-13.7477	-13.6361	-13.6357	-13.6943	-13.6727	-13.5105	-13.4060	-13.2471	-12.9532	-12.6555	-12.2550	-12.1161	-11.8019	-11.1642	-10.7052	-10.3218	-10.0417	-10.0062	-10.1242	-10.1300	-10.5592	-11.2633	-11.3773	-11.3270	-11.4822	-12.0142	-12.3422	-12.1213	-12.0220	-11.9167	-11.9028	-11.7296	-11.6435	-11.9552	-11.7255	-11.4330	-11.3363	-11.0555	-10.6535	-10.6051	-10.5357	-10.7618	-10.9534	-11.0550	-10.8103	-10.4671	-10.2731	-10.3219	-10.5730
-15.0004	-15.2137	-15.1868	-15.1303	-15.0893	-14.9896	-15.0255	-14.9852	-14.9299	-14.8857	-14.7894	-14.7341	-14.7697	-14.7235	-14.6245	-14.6384	-14.6051	-14.5028	-14.4074	-13.9850	-2.5001	20.6632	22.6170	22.7790	23.1903	22.9689	22.7209	22.8400	23.0301	23.0604	22.8232	22.7130	23.0018	22.9216	22.9739	22.7967	22.6925	22.9378	22.7949	22.8253	22.7322	22.6969	22.7319	22.7319	22.7503	22.7460	22.8018	22.7269	22.7142	22.7216	22.5861	23.0081	22.8183	22.8777	22.8359	22.7909	22.7453	22.6982	22.7941	22.6865	22.6517	22.5325	22.6379	22.9332	22.1987	21.8149	22.4277	22.1845	21.6316	21.4674	18.0848	-11.5785	-14.3348	-14.4512	-14.5589	-14.5955	-14.6484	-14.7335	-14.6751	-14.7158	-14.6962	-14.7045	-14.6439	-14.5967	-14.5511	-14.4789	-14.3957	-14.2971	-14.1473	-13.9493	-13.6279	-13.3400	-13.2836	-13.2755	-13.2575	-13.2188	-13.1115	-12.8936	-12.7640	-12.3213	-11.8593	-11.4986	-11.2554	-11.4167	-11.5302	-11.7345	-11.8459	-12.3042	-12.6042	-12.6608	-12.7325	-12.8669	-12.9613	-13.0584	-13.0071	-13.1857	-13.2500	-13.1709	-12.8487	-12.7841	-12.9176	-12.7045	-12.1147	-11.9234	-11.5465	-11.1849	-10.5905	-9.9475	-9.4344	-9.4944	-9.5350	-9.7510	-10.1562	-10.5351	-10.6789	-11.0354	-11.4658	-11.7841	-11.8131	-11.7292	-11.8362	-11.8291	-11.6045	-11.4494	-11.3645	-11.5240	-11.5485	-11.1283	-10.5060	-10.3983	-10.4391	-10.7799	-11.3332	-11.1567	-10.7225	-10.5374	-10.5542	-10.4843	-10.4328	-10.6393
-14.8329	-15.0440	-14.9523	-14.9182	-14.8428	-14.8847	-14.8501	-14.8205	-14.7848	-14.7602	-14.6845	-14.5828	-14.6006	-14.5872	-14.5128	-14.4245	-14.4345	-14.3408	-14.2097	-13.9609	-11.0907	15.1408	22.4385	22.7070	23.0809	22.9130	22.7570	22.8584	22.9393	22.9174	22.7850	22.7531	22.9820	22.8855	22.9431	22.8317	22.7102	22.7914	22.6734	22.7276	22.7457	22.6549	22.6525	22.6390	22.7241	22.7379	22.7151	22.5340	22.5851	22.6720	22.5755	22.7850	22.5794	22.7254	22.7712	22.7112	22.6613	22.6411	22.7206	22.6886	22.7261	22.6787	22.6709	22.8747	22.0885	21.8449	22.0484	22.3873	22.0096	21.4602	18.1762	-11.5728	-13.9995	-14.2097	-14.2523	-14.2445	-14.3032	-14.3647	-14.4130	-14.4134	-14.5139	-14.4367	-14.4207	-14.3698	-14.3614	-14.3032	-14.2954	-14.2362	-14.0462	-13.9233	-13.8529	-13.6696	-13.5167	-13.4470	-13.3710	-13.3142	-13.1583	-12.9690	-12.7207	-12.4714	-12.3498	-12.1929	-11.8875	-11.7061	-11.4167	-11.3334	-11.2277	-11.2042	-11.1293	-11.2054	-11.4747	-11.7778	-11.9856	-12.1653	-12.4158	-12.6298	-12.7164	-12.8038	-12.6553	-12.1300	-12.0945	-12.0480	-11.8032	-11.2757	-10.8217	-10.6964	-10.4541	-10.0138	-9.2648	-8.6893	-8.7524	-8.9291	-9.1311	-9.6215	-10.0171	-10.5318	-11.0841	-11.2806	-11.5961	-11.7491	-12.0745	-12.3793	-12.1569	-11.7128	-11.5229	-11.6401	-11.4240	-10.9828	-10.2462	-9.9704	-10.1508	-10.6501	-11.1471	-11.1006	-10.5635	-10.4659	-10.6135	-10.5751	-10.4743	-10.6867
